image_id,image_array
ISIC_0032235,"[[[0.48235294 0.38823529 0.42745098]
  [0.48627451 0.36862745 0.39607843]
  [0.42745098 0.30196078 0.30196078]
  ...
  [0.38823529 0.25882353 0.31764706]
  [0.43529412 0.30588235 0.32941176]
  [0.48627451 0.36470588 0.38823529]]

 [[0.49019608 0.38823529 0.43921569]
  [0.4745098  0.36078431 0.38039216]
  [0.41960784 0.28627451 0.29019608]
  ...
  [0.36470588 0.27843137 0.34901961]
  [0.38823529 0.28235294 0.34117647]
  [0.41960784 0.29019608 0.32156863]]

 [[0.49019608 0.38823529 0.43137255]
  [0.45098039 0.33333333 0.34117647]
  [0.40392157 0.27058824 0.28235294]
  ...
  [0.4627451  0.38039216 0.43137255]
  [0.40784314 0.33333333 0.39607843]
  [0.35686275 0.26666667 0.33333333]]

 ...

 [[0.59607843 0.48235294 0.50588235]
  [0.60392157 0.49803922 0.52941176]
  [0.60784314 0.49803922 0.52941176]
  ...
  [0.54117647 0.43921569 0.49019608]
  [0.52941176 0.42745098 0.47058824]
  [0.5254902  0.41960784 0.45882353]]

 [[0.6        0.49019608 0.51372549]
  [0.61176471 0.49803922 0.5372549 ]
  [0.61568627 0.50196078 0.5254902 ]
  ...
  [0.52156863 0.41568627 0.47058824]
  [0.54117647 0.44705882 0.49019608]
  [0.52941176 0.43529412 0.48627451]]

 [[0.60392157 0.49411765 0.5254902 ]
  [0.61568627 0.51372549 0.55294118]
  [0.61568627 0.51372549 0.54509804]
  ...
  [0.43529412 0.3254902  0.37647059]
  [0.49803922 0.40784314 0.45098039]
  [0.52941176 0.44313725 0.49803922]]]"
ISIC_0027916,"[[[0.68235294 0.53333333 0.50196078]
  [0.68235294 0.5372549  0.49411765]
  [0.67843137 0.55294118 0.52941176]
  ...
  [0.58823529 0.42352941 0.43137255]
  [0.58431373 0.41568627 0.41568627]
  [0.57647059 0.41568627 0.41176471]]

 [[0.67058824 0.5254902  0.4745098 ]
  [0.64705882 0.49803922 0.44313725]
  [0.6745098  0.53333333 0.50196078]
  ...
  [0.59215686 0.43137255 0.43921569]
  [0.57254902 0.41176471 0.40784314]
  [0.58823529 0.41960784 0.40392157]]

 [[0.6745098  0.52941176 0.49019608]
  [0.63921569 0.47843137 0.43529412]
  [0.65490196 0.48627451 0.45882353]
  ...
  [0.60392157 0.44313725 0.43921569]
  [0.58039216 0.41568627 0.41960784]
  [0.60784314 0.42352941 0.40392157]]

 ...

 [[0.67058824 0.54901961 0.5372549 ]
  [0.68235294 0.56470588 0.55686275]
  [0.69019608 0.57647059 0.56470588]
  ...
  [0.57647059 0.40784314 0.35686275]
  [0.57254902 0.41176471 0.36470588]
  [0.58039216 0.43529412 0.37647059]]

 [[0.65882353 0.52941176 0.52156863]
  [0.67058824 0.5372549  0.52941176]
  [0.6745098  0.55294118 0.54117647]
  ...
  [0.56862745 0.40784314 0.33333333]
  [0.57647059 0.42352941 0.35294118]
  [0.58039216 0.42745098 0.37254902]]

 [[0.65882353 0.52941176 0.50980392]
  [0.6627451  0.52941176 0.51764706]
  [0.65882353 0.5254902  0.50980392]
  ...
  [0.57254902 0.40784314 0.34117647]
  [0.56862745 0.41960784 0.34509804]
  [0.58039216 0.42352941 0.37254902]]]"
ISIC_0025374,"[[[0.40784314 0.35294118 0.41176471]
  [0.40392157 0.34901961 0.4       ]
  [0.40392157 0.34901961 0.4       ]
  ...
  [0.44313725 0.34509804 0.43529412]
  [0.43529412 0.36862745 0.44313725]
  [0.42745098 0.36862745 0.44313725]]

 [[0.40392157 0.34901961 0.40784314]
  [0.41176471 0.35686275 0.40784314]
  [0.41176471 0.35686275 0.40784314]
  ...
  [0.44705882 0.38039216 0.45882353]
  [0.44313725 0.38431373 0.45882353]
  [0.43529412 0.37647059 0.45098039]]

 [[0.41176471 0.35686275 0.41176471]
  [0.41176471 0.36078431 0.40784314]
  [0.41176471 0.35686275 0.40784314]
  ...
  [0.45098039 0.39215686 0.46666667]
  [0.44705882 0.38823529 0.4627451 ]
  [0.43921569 0.38039216 0.45490196]]

 ...

 [[0.48627451 0.43921569 0.49019608]
  [0.48627451 0.43529412 0.47058824]
  [0.48627451 0.43921569 0.48627451]
  ...
  [0.48627451 0.43529412 0.47843137]
  [0.48627451 0.44313725 0.48627451]
  [0.49019608 0.45098039 0.49019608]]

 [[0.4627451  0.43529412 0.4745098 ]
  [0.4745098  0.43921569 0.4745098 ]
  [0.47058824 0.43921569 0.47843137]
  ...
  [0.48627451 0.44705882 0.49411765]
  [0.48627451 0.45098039 0.49019608]
  [0.49019608 0.45882353 0.50196078]]

 [[0.45490196 0.42745098 0.45882353]
  [0.46666667 0.43921569 0.47058824]
  [0.47058824 0.45098039 0.48235294]
  ...
  [0.49019608 0.4627451  0.50588235]
  [0.49019608 0.4627451  0.49411765]
  [0.49411765 0.47058824 0.50980392]]]"
ISIC_0031961,"[[[0.61568627 0.34901961 0.40784314]
  [0.65882353 0.35294118 0.40784314]
  [0.6627451  0.35686275 0.42352941]
  ...
  [0.74901961 0.58431373 0.6       ]
  [0.74117647 0.58431373 0.59607843]
  [0.7372549  0.58039216 0.6       ]]

 [[0.69019608 0.38823529 0.43137255]
  [0.74509804 0.39607843 0.43137255]
  [0.74901961 0.38431373 0.43921569]
  ...
  [0.82745098 0.64705882 0.65098039]
  [0.82352941 0.64313725 0.65098039]
  [0.82352941 0.63921569 0.64313725]]

 [[0.68627451 0.37647059 0.42352941]
  [0.74509804 0.39607843 0.43529412]
  [0.7372549  0.40392157 0.45098039]
  ...
  [0.82745098 0.64313725 0.64705882]
  [0.82352941 0.63921569 0.65098039]
  [0.81176471 0.63921569 0.65882353]]

 ...

 [[0.73333333 0.4627451  0.50980392]
  [0.79607843 0.49019608 0.54117647]
  [0.79607843 0.49019608 0.54117647]
  ...
  [0.78039216 0.50588235 0.44705882]
  [0.76862745 0.48235294 0.42745098]
  [0.72941176 0.44313725 0.39215686]]

 [[0.74509804 0.45490196 0.51764706]
  [0.8        0.49019608 0.53333333]
  [0.79607843 0.48627451 0.53333333]
  ...
  [0.76862745 0.48235294 0.43137255]
  [0.76078431 0.47058824 0.41960784]
  [0.70196078 0.41960784 0.37647059]]

 [[0.7372549  0.44705882 0.50588235]
  [0.79215686 0.47843137 0.52156863]
  [0.78431373 0.47058824 0.52156863]
  ...
  [0.76078431 0.4745098  0.41960784]
  [0.76078431 0.47843137 0.40392157]
  [0.75294118 0.4745098  0.41176471]]]"
ISIC_0030533,"[[[0.4745098  0.36862745 0.44313725]
  [0.4745098  0.36862745 0.44313725]
  [0.4745098  0.37254902 0.44313725]
  ...
  [0.52941176 0.41960784 0.50196078]
  [0.5254902  0.41176471 0.50196078]
  [0.52941176 0.41568627 0.50588235]]

 [[0.48235294 0.37647059 0.45098039]
  [0.48235294 0.37254902 0.45098039]
  [0.47843137 0.37254902 0.45098039]
  ...
  [0.5254902  0.41176471 0.50196078]
  [0.5254902  0.41176471 0.50196078]
  [0.52941176 0.41568627 0.50196078]]

 [[0.48235294 0.37254902 0.45490196]
  [0.48627451 0.36862745 0.44313725]
  [0.48235294 0.36862745 0.43529412]
  ...
  [0.51372549 0.40784314 0.48235294]
  [0.51764706 0.40784314 0.48627451]
  [0.52156863 0.41568627 0.50980392]]

 ...

 [[0.46666667 0.35686275 0.42745098]
  [0.4627451  0.36470588 0.44705882]
  [0.47058824 0.38431373 0.45882353]
  ...
  [0.54117647 0.44705882 0.53333333]
  [0.53333333 0.43921569 0.52941176]
  [0.52941176 0.43529412 0.52941176]]

 [[0.4627451  0.36470588 0.43529412]
  [0.46666667 0.37254902 0.45490196]
  [0.4745098  0.38039216 0.47058824]
  ...
  [0.54117647 0.44705882 0.5372549 ]
  [0.53333333 0.43921569 0.53333333]
  [0.52941176 0.43529412 0.52941176]]

 [[0.46666667 0.37254902 0.45882353]
  [0.47058824 0.37647059 0.45490196]
  [0.4745098  0.37254902 0.47058824]
  ...
  [0.54117647 0.44705882 0.54117647]
  [0.5372549  0.44313725 0.5372549 ]
  [0.52941176 0.43529412 0.52941176]]]"
ISIC_0032456,"[[[0.79215686 0.64313725 0.64705882]
  [0.79607843 0.65098039 0.65098039]
  [0.79607843 0.65882353 0.65882353]
  ...
  [0.80392157 0.68627451 0.69019608]
  [0.79607843 0.66666667 0.65882353]
  [0.79607843 0.6627451  0.65882353]]

 [[0.78039216 0.62745098 0.63137255]
  [0.79215686 0.64313725 0.64705882]
  [0.8        0.66666667 0.65882353]
  ...
  [0.79607843 0.67843137 0.6745098 ]
  [0.8        0.67058824 0.6627451 ]
  [0.8        0.65882353 0.65882353]]

 [[0.78039216 0.62745098 0.63529412]
  [0.79215686 0.65490196 0.65098039]
  [0.8        0.67058824 0.67058824]
  ...
  [0.79607843 0.67058824 0.6627451 ]
  [0.79607843 0.67058824 0.6627451 ]
  [0.79215686 0.65490196 0.65490196]]

 ...

 [[0.74901961 0.57254902 0.56470588]
  [0.75686275 0.58431373 0.58039216]
  [0.75686275 0.59607843 0.59215686]
  ...
  [0.8        0.6627451  0.65882353]
  [0.78823529 0.65098039 0.64705882]
  [0.78039216 0.63921569 0.63921569]]

 [[0.76470588 0.60784314 0.60784314]
  [0.76078431 0.58823529 0.59215686]
  [0.76078431 0.58431373 0.58431373]
  ...
  [0.79215686 0.65882353 0.65490196]
  [0.78823529 0.65098039 0.65098039]
  [0.78431373 0.64313725 0.64313725]]

 [[0.76470588 0.62352941 0.62352941]
  [0.75686275 0.59215686 0.6       ]
  [0.75294118 0.56470588 0.57647059]
  ...
  [0.79215686 0.65490196 0.64313725]
  [0.78431373 0.64705882 0.63529412]
  [0.78039216 0.63921569 0.64313725]]]"
ISIC_0026072,"[[[0.63529412 0.50588235 0.50980392]
  [0.65098039 0.51764706 0.52156863]
  [0.65490196 0.51372549 0.52156863]
  ...
  [0.68235294 0.51372549 0.54117647]
  [0.6745098  0.50980392 0.5254902 ]
  [0.67843137 0.51372549 0.52941176]]

 [[0.64313725 0.50980392 0.51372549]
  [0.65098039 0.51372549 0.51764706]
  [0.65882353 0.51372549 0.5254902 ]
  ...
  [0.68235294 0.51372549 0.5372549 ]
  [0.6745098  0.50980392 0.52156863]
  [0.68235294 0.51764706 0.53333333]]

 [[0.65098039 0.50980392 0.50980392]
  [0.65490196 0.51372549 0.51372549]
  [0.65882353 0.51764706 0.51764706]
  ...
  [0.68235294 0.5254902  0.54509804]
  [0.68627451 0.5254902  0.54509804]
  [0.69019608 0.52156863 0.54509804]]

 ...

 [[0.65882353 0.49411765 0.51764706]
  [0.66666667 0.51372549 0.5254902 ]
  [0.6627451  0.51372549 0.51764706]
  ...
  [0.68627451 0.51764706 0.51372549]
  [0.68235294 0.50588235 0.50588235]
  [0.67843137 0.50196078 0.50588235]]

 [[0.65098039 0.50196078 0.51372549]
  [0.6627451  0.51372549 0.5254902 ]
  [0.65882353 0.52156863 0.5254902 ]
  ...
  [0.69803922 0.5254902  0.50980392]
  [0.68235294 0.50588235 0.50196078]
  [0.68235294 0.50588235 0.50980392]]

 [[0.65098039 0.50588235 0.51372549]
  [0.6627451  0.51372549 0.5254902 ]
  [0.65882353 0.52156863 0.5254902 ]
  ...
  [0.59215686 0.44705882 0.44705882]
  [0.69019608 0.50980392 0.50980392]
  [0.68627451 0.50980392 0.51372549]]]"
ISIC_0025939,"[[[0.56078431 0.49019608 0.49019608]
  [0.56470588 0.49411765 0.49411765]
  [0.56862745 0.49803922 0.49803922]
  ...
  [0.55294118 0.49019608 0.49019608]
  [0.55686275 0.49411765 0.48627451]
  [0.55686275 0.49411765 0.48235294]]

 [[0.56078431 0.49019608 0.49019608]
  [0.56862745 0.49803922 0.49803922]
  [0.57254902 0.50196078 0.50196078]
  ...
  [0.55686275 0.49411765 0.49411765]
  [0.55294118 0.49411765 0.49019608]
  [0.55294118 0.49411765 0.47843137]]

 [[0.56078431 0.49411765 0.49803922]
  [0.57647059 0.50980392 0.51372549]
  [0.58431373 0.51372549 0.51764706]
  ...
  [0.56078431 0.49803922 0.49803922]
  [0.55294118 0.49019608 0.48235294]
  [0.5372549  0.47058824 0.45490196]]

 ...

 [[0.52941176 0.47843137 0.4627451 ]
  [0.54509804 0.49411765 0.48627451]
  [0.55686275 0.49803922 0.48235294]
  ...
  [0.47843137 0.40784314 0.41568627]
  [0.47843137 0.40392157 0.41176471]
  [0.4745098  0.4        0.40784314]]

 [[0.5372549  0.47843137 0.44705882]
  [0.53333333 0.47058824 0.45882353]
  [0.54117647 0.47843137 0.47058824]
  ...
  [0.47843137 0.4        0.40784314]
  [0.4745098  0.39607843 0.40392157]
  [0.47058824 0.4        0.40392157]]

 [[0.54117647 0.4745098  0.44313725]
  [0.52941176 0.4627451  0.43137255]
  [0.5254902  0.4627451  0.45490196]
  ...
  [0.47843137 0.4        0.40784314]
  [0.46666667 0.39215686 0.39607843]
  [0.46666667 0.39607843 0.39607843]]]"
ISIC_0027335,"[[[0.74509804 0.6627451  0.67843137]
  [0.76470588 0.67058824 0.68235294]
  [0.75686275 0.65098039 0.65490196]
  ...
  [0.69803922 0.63921569 0.6627451 ]
  [0.69803922 0.64313725 0.67058824]
  [0.69019608 0.63529412 0.65098039]]

 [[0.7372549  0.65098039 0.66666667]
  [0.75294118 0.66666667 0.6745098 ]
  [0.74509804 0.64313725 0.64313725]
  ...
  [0.69803922 0.63921569 0.65882353]
  [0.70196078 0.64313725 0.66666667]
  [0.68627451 0.63529412 0.65882353]]

 [[0.74901961 0.66666667 0.68627451]
  [0.75294118 0.6627451  0.66666667]
  [0.75294118 0.65490196 0.65882353]
  ...
  [0.70196078 0.64705882 0.66666667]
  [0.70196078 0.64313725 0.66666667]
  [0.69019608 0.63921569 0.66666667]]

 ...

 [[0.76862745 0.72156863 0.75686275]
  [0.76470588 0.70980392 0.75686275]
  [0.75686275 0.69411765 0.74117647]
  ...
  [0.54117647 0.42745098 0.43137255]
  [0.54117647 0.44313725 0.44705882]
  [0.52941176 0.43137255 0.43921569]]

 [[0.76470588 0.71372549 0.75686275]
  [0.75686275 0.70196078 0.74117647]
  [0.75686275 0.70196078 0.74117647]
  ...
  [0.5254902  0.42352941 0.42745098]
  [0.54117647 0.43921569 0.44313725]
  [0.52156863 0.43137255 0.44705882]]

 [[0.76078431 0.70588235 0.74901961]
  [0.75686275 0.69803922 0.7372549 ]
  [0.75686275 0.70588235 0.74117647]
  ...
  [0.5254902  0.41960784 0.42745098]
  [0.53333333 0.42745098 0.43137255]
  [0.51764706 0.42745098 0.44705882]]]"
ISIC_0026365,"[[[0.63921569 0.58431373 0.62745098]
  [0.65490196 0.61176471 0.64705882]
  [0.65490196 0.61568627 0.64705882]
  ...
  [0.57254902 0.50196078 0.58039216]
  [0.57647059 0.50196078 0.58039216]
  [0.58039216 0.50588235 0.58039216]]

 [[0.64705882 0.59607843 0.63529412]
  [0.65882353 0.61960784 0.65490196]
  [0.6627451  0.63137255 0.6627451 ]
  ...
  [0.56470588 0.49803922 0.56862745]
  [0.56470588 0.49019608 0.56470588]
  [0.57647059 0.50196078 0.57647059]]

 [[0.65098039 0.60392157 0.63921569]
  [0.65490196 0.61568627 0.65490196]
  [0.65882353 0.63137255 0.6627451 ]
  ...
  [0.56470588 0.49803922 0.56862745]
  [0.56470588 0.49019608 0.56470588]
  [0.56862745 0.49411765 0.56862745]]

 ...

 [[0.57647059 0.51372549 0.54117647]
  [0.57647059 0.51372549 0.54509804]
  [0.58431373 0.5254902  0.55294118]
  ...
  [0.5254902  0.45882353 0.51372549]
  [0.52156863 0.44705882 0.50588235]
  [0.51764706 0.44313725 0.49803922]]

 [[0.56862745 0.49803922 0.5254902 ]
  [0.56862745 0.50196078 0.5254902 ]
  [0.58431373 0.52156863 0.54117647]
  ...
  [0.52156863 0.45098039 0.50980392]
  [0.51372549 0.44705882 0.49803922]
  [0.50196078 0.43137255 0.49411765]]

 [[0.56470588 0.48235294 0.50980392]
  [0.56862745 0.49411765 0.51764706]
  [0.57647059 0.50980392 0.53333333]
  ...
  [0.50980392 0.43921569 0.49803922]
  [0.50588235 0.43921569 0.49411765]
  [0.49411765 0.42745098 0.49019608]]]"
ISIC_0028656,"[[[0.75294118 0.66666667 0.71372549]
  [0.75294118 0.66666667 0.72941176]
  [0.75686275 0.66666667 0.7372549 ]
  ...
  [0.76862745 0.69411765 0.74901961]
  [0.77254902 0.69019608 0.74509804]
  [0.76862745 0.68627451 0.72941176]]

 [[0.75294118 0.6627451  0.71372549]
  [0.75686275 0.6627451  0.7254902 ]
  [0.75686275 0.66666667 0.7372549 ]
  ...
  [0.76862745 0.69803922 0.74509804]
  [0.77254902 0.69411765 0.74509804]
  [0.77254902 0.69019608 0.7372549 ]]

 [[0.76470588 0.6627451  0.72156863]
  [0.76078431 0.66666667 0.72156863]
  [0.75294118 0.6627451  0.71372549]
  ...
  [0.76862745 0.69803922 0.74901961]
  [0.77254902 0.69803922 0.74901961]
  [0.76862745 0.69019608 0.74509804]]

 ...

 [[0.76078431 0.66666667 0.7254902 ]
  [0.77254902 0.63137255 0.71372549]
  [0.77647059 0.62745098 0.70588235]
  ...
  [0.77254902 0.68627451 0.75294118]
  [0.76862745 0.67843137 0.74509804]
  [0.76862745 0.67843137 0.74509804]]

 [[0.77254902 0.66666667 0.72941176]
  [0.77254902 0.6627451  0.7254902 ]
  [0.76470588 0.63529412 0.70980392]
  ...
  [0.77254902 0.68235294 0.74901961]
  [0.76862745 0.67843137 0.74901961]
  [0.76470588 0.6745098  0.74509804]]

 [[0.77254902 0.66666667 0.72941176]
  [0.76078431 0.66666667 0.72941176]
  [0.76862745 0.65098039 0.71764706]
  ...
  [0.78431373 0.69411765 0.75294118]
  [0.77647059 0.68627451 0.74901961]
  [0.77647059 0.68627451 0.75686275]]]"
ISIC_0031716,"[[[0.77254902 0.69019608 0.81960784]
  [0.77647059 0.69411765 0.81960784]
  [0.76862745 0.68235294 0.81176471]
  ...
  [0.72941176 0.63529412 0.74901961]
  [0.73333333 0.64705882 0.75686275]
  [0.72941176 0.64313725 0.75294118]]

 [[0.77254902 0.69019608 0.81960784]
  [0.76862745 0.68627451 0.81960784]
  [0.77254902 0.69019608 0.81176471]
  ...
  [0.72941176 0.63921569 0.75294118]
  [0.71764706 0.63529412 0.74509804]
  [0.72156863 0.63529412 0.74509804]]

 [[0.78039216 0.69803922 0.82745098]
  [0.76862745 0.68627451 0.81960784]
  [0.75686275 0.66666667 0.80392157]
  ...
  [0.73333333 0.64705882 0.75686275]
  [0.71372549 0.62352941 0.7372549 ]
  [0.69803922 0.60392157 0.71764706]]

 ...

 [[0.70196078 0.58823529 0.69411765]
  [0.70196078 0.58431373 0.69411765]
  [0.70980392 0.59607843 0.70980392]
  ...
  [0.74901961 0.66666667 0.76470588]
  [0.74901961 0.66666667 0.76862745]
  [0.75294118 0.67058824 0.77647059]]

 [[0.69803922 0.58431373 0.69411765]
  [0.70980392 0.59607843 0.70980392]
  [0.71372549 0.59607843 0.71764706]
  ...
  [0.7372549  0.64705882 0.74117647]
  [0.74901961 0.65098039 0.76470588]
  [0.74901961 0.65490196 0.76078431]]

 [[0.70980392 0.59607843 0.70980392]
  [0.71764706 0.60392157 0.71764706]
  [0.71764706 0.60392157 0.71764706]
  ...
  [0.69019608 0.58039216 0.67058824]
  [0.61176471 0.50980392 0.58823529]
  [0.54509804 0.45098039 0.50980392]]]"
ISIC_0029080,"[[[0.29803922 0.11372549 0.16470588]
  [0.29803922 0.12156863 0.17254902]
  [0.30980392 0.14117647 0.18431373]
  ...
  [0.59215686 0.55294118 0.61176471]
  [0.58823529 0.53333333 0.59215686]
  [0.58039216 0.5254902  0.56470588]]

 [[0.30196078 0.11764706 0.17254902]
  [0.30588235 0.13333333 0.18431373]
  [0.31764706 0.14509804 0.19607843]
  ...
  [0.59607843 0.55294118 0.61176471]
  [0.58039216 0.53333333 0.58431373]
  [0.56862745 0.50980392 0.55294118]]

 [[0.30588235 0.1254902  0.18039216]
  [0.30980392 0.14509804 0.19215686]
  [0.32156863 0.15686275 0.2       ]
  ...
  [0.6        0.54509804 0.61568627]
  [0.57647059 0.52156863 0.57647059]
  [0.57254902 0.50980392 0.54901961]]

 ...

 [[0.4        0.35686275 0.34509804]
  [0.41176471 0.36862745 0.35686275]
  [0.41960784 0.37647059 0.36470588]
  ...
  [0.48235294 0.41176471 0.43137255]
  [0.49019608 0.40784314 0.42745098]
  [0.48627451 0.41176471 0.43137255]]

 [[0.40392157 0.36078431 0.34901961]
  [0.40784314 0.36470588 0.36078431]
  [0.41176471 0.36862745 0.36078431]
  ...
  [0.43137255 0.38823529 0.41568627]
  [0.45490196 0.41176471 0.43921569]
  [0.49019608 0.41568627 0.43137255]]

 [[0.39607843 0.35294118 0.34509804]
  [0.40392157 0.36078431 0.35294118]
  [0.40784314 0.36470588 0.35686275]
  ...
  [0.35686275 0.36470588 0.4       ]
  [0.21960784 0.27843137 0.37647059]
  [0.48235294 0.40392157 0.43137255]]]"
ISIC_0028650,"[[[0.03921569 0.01568627 0.03529412]
  [0.03921569 0.01568627 0.03137255]
  [0.03529412 0.01176471 0.02352941]
  ...
  [0.05490196 0.01568627 0.02745098]
  [0.06666667 0.03137255 0.03921569]
  [0.07058824 0.03529412 0.08235294]]

 [[0.05098039 0.01568627 0.03137255]
  [0.04705882 0.01176471 0.03529412]
  [0.04313725 0.01568627 0.03137255]
  ...
  [0.03921569 0.00784314 0.02352941]
  [0.05882353 0.01960784 0.03529412]
  [0.06666667 0.03529412 0.0745098 ]]

 [[0.05490196 0.01568627 0.03529412]
  [0.04705882 0.01568627 0.03137255]
  [0.04705882 0.01568627 0.02352941]
  ...
  [0.02352941 0.00392157 0.00784314]
  [0.05098039 0.01568627 0.01960784]
  [0.0627451  0.02745098 0.05490196]]

 ...

 [[0.1254902  0.09411765 0.16078431]
  [0.09803922 0.06666667 0.12156863]
  [0.08627451 0.04313725 0.09411765]
  ...
  [0.00784314 0.00392157 0.00392157]
  [0.00784314 0.00392157 0.01960784]
  [0.01960784 0.01176471 0.02745098]]

 [[0.11764706 0.08235294 0.15686275]
  [0.10196078 0.07058824 0.13333333]
  [0.09411765 0.05098039 0.10588235]
  ...
  [0.00784314 0.00392157 0.00784314]
  [0.01176471 0.00392157 0.01568627]
  [0.01568627 0.01176471 0.01568627]]

 [[0.11372549 0.07843137 0.14901961]
  [0.10196078 0.07058824 0.12941176]
  [0.09803922 0.05098039 0.10980392]
  ...
  [0.01176471 0.00784314 0.01568627]
  [0.01568627 0.00784314 0.01568627]
  [0.02352941 0.01176471 0.03137255]]]"
ISIC_0027973,"[[[0.41568627 0.29019608 0.38039216]
  [0.41960784 0.30196078 0.4       ]
  [0.42745098 0.32156863 0.40784314]
  ...
  [0.29411765 0.25490196 0.34901961]
  [0.42745098 0.32156863 0.38039216]
  [0.44705882 0.34117647 0.4       ]]

 [[0.41568627 0.29411765 0.39215686]
  [0.42745098 0.31372549 0.40784314]
  [0.43137255 0.31372549 0.4       ]
  ...
  [0.45098039 0.34509804 0.4       ]
  [0.4627451  0.35294118 0.40784314]
  [0.4627451  0.35686275 0.41176471]]

 [[0.42352941 0.30980392 0.40784314]
  [0.42745098 0.31372549 0.4       ]
  [0.42352941 0.30588235 0.38823529]
  ...
  [0.4627451  0.35686275 0.40392157]
  [0.45882353 0.36078431 0.41568627]
  [0.4627451  0.36470588 0.41960784]]

 ...

 [[0.37254902 0.23137255 0.23137255]
  [0.37254902 0.22352941 0.24705882]
  [0.40392157 0.28235294 0.32941176]
  ...
  [0.4745098  0.39607843 0.44705882]
  [0.45882353 0.38039216 0.42745098]
  [0.46666667 0.37647059 0.42745098]]

 [[0.35294118 0.21176471 0.21568627]
  [0.37254902 0.23529412 0.27058824]
  [0.40392157 0.28235294 0.33333333]
  ...
  [0.4745098  0.39607843 0.44705882]
  [0.47058824 0.39607843 0.44705882]
  [0.46666667 0.39215686 0.43921569]]

 [[0.36078431 0.20784314 0.21960784]
  [0.37647059 0.23137255 0.27843137]
  [0.40392157 0.27843137 0.3372549 ]
  ...
  [0.49019608 0.40784314 0.4627451 ]
  [0.47843137 0.40392157 0.45490196]
  [0.46666667 0.39607843 0.44705882]]]"
ISIC_0024495,"[[[0.68235294 0.64313725 0.67843137]
  [0.69019608 0.65098039 0.68627451]
  [0.69803922 0.65882353 0.70196078]
  ...
  [0.63529412 0.58823529 0.61176471]
  [0.62352941 0.58431373 0.60784314]
  [0.62352941 0.56470588 0.58431373]]

 [[0.6745098  0.62745098 0.68627451]
  [0.68627451 0.64313725 0.69411765]
  [0.69019608 0.65098039 0.69411765]
  ...
  [0.64313725 0.59607843 0.63137255]
  [0.63137255 0.57647059 0.61568627]
  [0.62352941 0.56470588 0.59215686]]

 [[0.68627451 0.64313725 0.69411765]
  [0.68235294 0.64313725 0.69803922]
  [0.68627451 0.64705882 0.69411765]
  ...
  [0.64313725 0.6        0.63137255]
  [0.63529412 0.59215686 0.61176471]
  [0.63137255 0.58431373 0.61176471]]

 ...

 [[0.6627451  0.62352941 0.6745098 ]
  [0.65490196 0.61960784 0.66666667]
  [0.65490196 0.62352941 0.6745098 ]
  ...
  [0.61960784 0.57254902 0.58823529]
  [0.61176471 0.56470588 0.58823529]
  [0.61176471 0.56470588 0.58431373]]

 [[0.65882353 0.61568627 0.65490196]
  [0.65882353 0.61960784 0.65490196]
  [0.65490196 0.61568627 0.66666667]
  ...
  [0.61960784 0.56862745 0.58823529]
  [0.61568627 0.56862745 0.59607843]
  [0.61176471 0.56862745 0.59607843]]

 [[0.65098039 0.61176471 0.64705882]
  [0.65882353 0.61960784 0.65490196]
  [0.65490196 0.61568627 0.65490196]
  ...
  [0.61568627 0.56470588 0.58823529]
  [0.61568627 0.56862745 0.59607843]
  [0.61176471 0.56862745 0.59607843]]]"
ISIC_0027018,"[[[0.65882353 0.54901961 0.55686275]
  [0.65882353 0.54901961 0.55294118]
  [0.67058824 0.55686275 0.56470588]
  ...
  [0.61568627 0.50196078 0.5254902 ]
  [0.61568627 0.50980392 0.53333333]
  [0.60784314 0.50196078 0.52941176]]

 [[0.66666667 0.55686275 0.56470588]
  [0.65882353 0.56078431 0.56078431]
  [0.6627451  0.55686275 0.56470588]
  ...
  [0.61960784 0.50588235 0.52941176]
  [0.61568627 0.51372549 0.5372549 ]
  [0.60784314 0.50196078 0.52941176]]

 [[0.6627451  0.55294118 0.56470588]
  [0.66666667 0.52941176 0.53333333]
  [0.65490196 0.52941176 0.54117647]
  ...
  [0.61960784 0.49803922 0.5254902 ]
  [0.61568627 0.50196078 0.53333333]
  [0.60784314 0.49411765 0.53333333]]

 ...

 [[0.70588235 0.63529412 0.65882353]
  [0.69411765 0.62745098 0.6627451 ]
  [0.69411765 0.61960784 0.66666667]
  ...
  [0.62745098 0.52156863 0.56078431]
  [0.62745098 0.5254902  0.56862745]
  [0.60784314 0.50588235 0.55686275]]

 [[0.69803922 0.62352941 0.64705882]
  [0.68627451 0.60784314 0.63921569]
  [0.68235294 0.59607843 0.63921569]
  ...
  [0.63137255 0.5254902  0.56862745]
  [0.62745098 0.52156863 0.57254902]
  [0.60784314 0.50196078 0.55686275]]

 [[0.69411765 0.61176471 0.63921569]
  [0.68627451 0.6        0.62745098]
  [0.67058824 0.58431373 0.61568627]
  ...
  [0.63921569 0.53333333 0.57647059]
  [0.63137255 0.5254902  0.58039216]
  [0.61960784 0.51764706 0.56862745]]]"
